Date (LT),Hour,NowCast Conc.,Conc. Unit,AQI,AQI Category,QC Name,Covid,D
30/05/2020 12:00,12,12.2,ug/m3,51,Moderate,Valid,5,my
30/05/2020 13:00,13,13,ug/m3,53,Moderate,Valid,5,my
30/05/2020 14:00,14,14,ug/m3,55,Moderate,Valid,5,my
30/05/2020 15:00,15,12.5,ug/m3,52,Moderate,Valid,5,my
30/05/2020 16:00,16,12.2,ug/m3,51,Moderate,Valid,5,my
30/05/2020 17:00,17,14.6,ug/m3,56,Moderate,Valid,5,my
30/05/2020 18:00,18,20.8,ug/m3,69,Moderate,Valid,5,my
30/05/2020 19:00,19,24.9,ug/m3,78,Moderate,Valid,5,my
30/05/2020 20:00,20,23.4,ug/m3,75,Moderate,Valid,5,my
30/05/2020 21:00,21,21.2,ug/m3,70,Moderate,Valid,5,my
30/05/2020 22:00,22,20.6,ug/m3,69,Moderate,Valid,5,my
30/05/2020 23:00,23,23.8,ug/m3,76,Moderate,Valid,5,my
