Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
DoE,8/7/2024 7:00,,8.8,4.5,13.3,0.73,,15.6,,1.11,45.88,28.48,81.08,1050,384.04,,
DoE,8/7/2024 8:00,,8.9,4.5,13.4,0.74,,18.1,,0.96,51.22,28.15,80.13,1050,384.23,,
DoE,8/7/2024 9:00,,8.8,4.5,13.3,0.81,,12.6,,0.97,48.95,29.86,85.04,1050,397.68,,
DoE,8/7/2024 10:00,,8.9,4.5,13.4,0.87,,19,,0.75,56.58,30.39,86.55,1050,421.47,,
DoE,8/7/2024 11:00,,8.8,4.5,13.3,0.84,,22.8,,1.02,53.62,26.26,74.74,1050,390.75,,
DoE,8/7/2024 12:00,,8.9,4.6,13.5,0.87,,21.6,,1.23,52.48,25.79,73.4,1050,386.47,,
DoE,8/7/2024 13:00,,8.9,4.6,13.5,0.84,,20.8,,1.75,56.89,22.81,64.88,1050,354.91,,
DoE,8/7/2024 14:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 15:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 16:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 17:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 18:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 19:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 20:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 21:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 22:00,,,,,,,,,,,,,,,,
DoE,8/7/2024 23:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 0:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 1:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 2:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 3:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 4:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 5:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 6:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 7:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 8:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 9:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 10:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 11:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 12:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 13:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 14:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 15:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 16:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 17:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 18:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 19:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 20:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 21:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 22:00,,,,,,,,,,,,,,,,
DoE,8/8/2024 23:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 0:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 1:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 2:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 3:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 4:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 5:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 6:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 7:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 8:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 9:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 10:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 11:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 12:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 13:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 14:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 15:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 16:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 17:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 18:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 19:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 20:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 21:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 22:00,,,,,,,,,,,,,,,,
DoE,8/9/2024 23:00,,,,,,,,,,,,,,,,
DoE,8/10/2024 0:00,32.41,,,,1.03,,,,0.98,44.59,28.17,80.19,1050,349.01,,
DoE,8/10/2024 1:00,,8.9,4.6,13.5,0.97,,,,0.78,51.35,28.4,80.87,1050,343.63,,
DoE,8/10/2024 2:00,,7.7,4.1,11.8,0.94,,5.2,,0.91,43.24,28.51,81.17,1050,352.64,,
DoE,8/10/2024 3:00,,6.9,3.7,10.6,0.93,,7.4,,0.66,45.87,28.93,82.36,1050,355.02,,
DoE,8/10/2024 4:00,,7,3.8,10.8,0.92,,11.3,,0.64,46.75,29.07,82.78,1050,359.54,,
DoE,8/10/2024 5:00,,7.5,4,11.5,0.92,,11,,0.94,47.93,29.22,83.19,1050,366.11,,
DoE,8/10/2024 6:00,,7.6,4,11.6,0.87,,16,,0.93,44.98,29.38,83.65,1050,369.7,,
DoE,8/10/2024 7:00,,7.9,4.1,12,0.89,,9.8,,0.58,47.82,29.16,83.02,1050,375.93,,
DoE,8/10/2024 8:00,0.08,8.1,4.2,12.3,0.92,,17.2,,1.12,46.89,28.07,79.91,1050,387.26,,
DoE,8/10/2024 9:00,,8.2,4.3,12.5,0.95,,13.7,,0.99,48.72,26.12,74.33,1050,391.19,,
DoE,8/10/2024 10:00,0.44,8.3,4.3,12.6,0.91,,13.1,,1.12,50.7,24.11,68.6,1050,367.28,,
DoE,8/10/2024 11:00,,8.4,4.3,12.7,0.94,,14.7,,1.47,48.23,22.71,64.61,1050,383.41,,
DoE,8/10/2024 12:00,,8.5,4.4,12.9,0.92,,17.7,,1.11,52.26,22.61,64.32,1050,358.44,,
DoE,8/10/2024 13:00,,8.5,4.4,12.9,0.92,,17.2,,1.2,50,26.57,75.63,1050,393.54,,
DoE,8/10/2024 14:00,,8.4,4.4,12.8,0.93,,19.4,,1.11,47.15,24.08,68.51,1050,350.84,,
DoE,8/10/2024 15:00,,8.3,4.4,12.7,0.96,,17.4,,1.45,51.51,26.62,75.77,1050,376.86,,
DoE,8/10/2024 16:00,,8.4,4.4,12.8,0.91,,22.7,,1.51,53.46,25.02,71.2,1050,346.38,,
DoE,8/10/2024 17:00,,8.3,4.4,12.7,0.93,,20.2,,0.8,49.2,26.74,76.12,1050,356.39,,
DoE,8/10/2024 18:00,,8.4,4.3,12.7,0.99,,13.3,,,,27.88,79.36,1050,361.32,,
DoE,8/10/2024 19:00,,8.4,4.4,12.8,1.08,,16.9,,0.9,52.6,27.67,78.77,1050,352.81,,
DoE,8/10/2024 20:00,0.05,8.4,4.4,12.8,1,,17.5,,1.15,50.81,27.73,78.93,1050,355.83,,
DoE,8/10/2024 21:00,,8.5,4.4,12.9,1.02,,21.1,,0.71,43.6,27.64,78.69,1050,354.73,,
DoE,8/10/2024 22:00,0.08,8.5,4.4,12.9,0.99,,19.9,,0.75,50.34,28.12,80.05,1050,357.34,,
DoE,8/10/2024 23:00,0.25,8.6,4.5,13.1,0.98,,21.5,,0.84,50.35,28.66,81.61,1050,361.41,,
DoE,8/11/2024 0:00,0.49,8.7,4.5,13.2,1,,16.6,,0.86,44.16,28.7,81.71,1050,366.34,,
DoE,8/11/2024 1:00,0.5,8.6,4.5,13.1,0.96,,18.3,,0.8,46.3,28.78,81.94,1050,367.24,,
DoE,8/11/2024 2:00,0.46,8.7,4.5,13.2,0.92,,14.1,,0.54,42.76,28.93,82.35,1050,367.17,,
DoE,8/11/2024 3:00,,,,,,,,,,,,,,,,
DoE,8/11/2024 4:00,,,,,,,,,,,,,,,,
DoE,8/11/2024 5:00,0.59,8.7,4.5,13.2,0.86,,40.7,,0.8,43.38,28.96,82.45,1050,367.62,,
DoE,8/11/2024 6:00,1.12,8.7,4.5,13.2,0.87,,13,,0.61,41.95,29.23,83.21,1050,367.9,,
DoE,8/11/2024 7:00,0.6,8.7,4.5,13.2,0.88,,14,,0.77,45.9,28.94,82.4,1050,373.21,,
DoE,8/11/2024 8:00,0.78,8.8,4.5,13.3,0.93,,18.6,,0.77,44.89,28.07,79.91,1050,383.61,,
DoE,8/11/2024 9:00,1.1,8.8,4.5,13.3,0.95,,23.4,,1.08,50.33,26.21,74.6,1050,387.26,,
DoE,8/11/2024 10:00,0.72,8.8,4.6,13.4,0.96,,25.1,,0.92,53.1,24.93,70.94,1050,376.6,,
DoE,8/11/2024 11:00,1.14,8.8,4.5,13.3,0.94,,28.1,,0.67,41.98,27.31,77.75,1050,384.23,,
DoE,8/11/2024 12:00,0.84,8.9,4.6,13.5,0.96,,21.3,,0.34,52.47,24.36,69.3,1050,390.21,,
DoE,8/11/2024 13:00,0.99,8.8,4.5,13.3,0.95,,22.1,,,,23.19,65.96,1050,332.92,,
DoE,8/11/2024 14:00,0.53,8.8,4.5,13.3,1.01,,22.5,,0.62,41.99,25.31,72.04,1050,336.89,,
DoE,8/11/2024 15:00,,8.8,4.5,13.3,1.02,,24.3,,0.75,43.53,29.13,82.93,1050,370.03,,
DoE,8/11/2024 16:00,0.74,8.7,4.5,13.2,1.02,,26.9,,,,30.15,85.86,1050,385.8,,
DoE,8/11/2024 17:00,0.82,8.6,4.5,13.1,1.03,,22.7,,,,30,85.43,1050,393.25,,
DoE,8/11/2024 18:00,1.12,8.6,4.4,13,1.05,,31.5,,,,28.9,82.28,1050,368.12,,
DoE,8/11/2024 19:00,0.67,8.7,4.5,13.2,1.11,,35.7,,,,28.77,81.89,1050,361.76,,
DoE,8/11/2024 20:00,0.88,8.7,4.5,13.2,1.11,,35.8,,0.72,44.9,28.94,82.4,1050,365.99,,
DoE,8/11/2024 21:00,1.03,8.7,4.5,13.2,1.1,,32.4,,0.5,43.97,29.89,85.1,1050,373.43,,
DoE,8/11/2024 22:00,1.28,8.7,4.5,13.2,1.1,,31.6,,0.55,44.04,29.8,84.85,1050,372.27,,
DoE,8/11/2024 23:00,0.42,8.7,4.5,13.2,1.08,,35.2,,,,29.87,85.04,1050,366.63,,
DoE,8/12/2024 0:00,0.6,8.8,4.5,13.3,1.06,,36.5,,0.5,38.06,29.88,85.09,1050,368.92,,
DoE,8/12/2024 1:00,0.95,8.7,4.5,13.2,1.04,,35.7,,0.54,46.3,29.86,85.01,1050,359.64,,
DoE,8/12/2024 2:00,1.32,8.8,4.5,13.3,0.98,,23.2,,0.44,40.94,29.99,85.4,1050,365.51,,
DoE,8/12/2024 3:00,1.26,8.8,4.5,13.3,0.95,,26.9,,,,30.17,85.92,1050,365.39,,
DoE,8/12/2024 4:00,1.16,8.8,4.5,13.3,0.91,,27.3,,,,30.07,85.62,1050,365.43,,
DoE,8/12/2024 5:00,1.07,8.8,4.6,13.4,0.95,,29.5,,0.6,53.63,30.06,85.59,1050,370.2,,
DoE,8/12/2024 6:00,1.33,8.8,4.5,13.3,0.89,,22.1,,,,30.19,85.96,1050,367.95,,
DoE,8/12/2024 7:00,1.45,8.8,4.5,13.3,0.96,,27.1,,,,29.8,84.87,1050,374.23,,
DoE,8/12/2024 8:00,1.39,8.8,4.6,13.4,0.96,,30.4,,0.77,48.48,28.62,81.48,1050,373.27,,
DoE,8/12/2024 9:00,1.36,8.9,4.6,13.5,0.98,,33.3,,0.83,43.8,26.65,75.86,1050,384.36,,
DoE,8/12/2024 10:00,1.44,8.9,4.6,13.5,0.97,,26.6,,0.79,54.83,24.85,70.71,1050,370.67,,
DoE,8/12/2024 11:00,1.31,8.9,4.6,13.5,1,,29.7,,0.99,43.02,22.34,63.55,1050,358.13,,
DoE,8/12/2024 12:00,2.08,8.8,4.5,13.3,1.05,,25,,,,21.66,61.6,1050,277.86,,
DoE,8/12/2024 13:00,5.83,6.6,3.6,10.2,1.22,,26.3,,,,23.94,68.13,1050,106.01,,
DoE,8/12/2024 14:00,8.11,9.3,4.8,14.1,1.27,,27.6,60.8,,,25.79,73.39,1050,122.83,,
DoE,8/12/2024 15:00,10.63,9.8,5,14.8,1.35,,32.3,39.5,,,26.33,74.94,1050,84.59,,
DoE,8/12/2024 16:00,8.18,9.8,5,14.8,1.37,,33.4,37.8,,,30.1,85.72,1050,60.21,,
DoE,8/12/2024 17:00,8.31,9.7,4.9,14.6,1.37,,24.2,26.3,0.73,47.53,29.02,82.63,1050,72.53,,
DoE,8/12/2024 18:00,8.66,9.5,4.9,14.4,1.62,,14,21.3,0.58,48.39,28.51,81.17,1050,42.6,,
DoE,8/12/2024 19:00,8.55,9.5,4.8,14.3,1.92,,20.1,28,,,29.07,82.78,1050,21.93,,
DoE,8/12/2024 20:00,8.84,9.7,4.7,14.4,2.13,,37.2,38.6,,,29.06,82.73,1050,21.76,,
DoE,8/12/2024 21:00,9.02,9.6,4.6,14.2,2.22,,59.2,62.2,,,29.35,83.58,1050,21.72,,
DoE,8/12/2024 22:00,9.15,9.4,4.5,13.9,2.18,,77.6,79.7,,,29.61,84.3,1050,21.79,,
DoE,8/12/2024 23:00,10.46,9.4,4.5,13.9,2.05,,50,53.2,,,29.44,83.82,1050,21.77,,
DoE,8/13/2024 0:00,11.14,9.3,4.5,13.8,1.93,,41,51.2,,,29.2,83.14,1050,21.76,,
DoE,8/13/2024 1:00,10.4,9.3,4.5,13.8,1.84,,47.2,62.1,0.79,50.61,29.41,83.74,1050,21.75,,
DoE,8/13/2024 2:00,9.21,9.2,4.6,13.8,1.77,,41.1,50.4,,,29.33,83.52,1050,21.81,,
DoE,8/13/2024 3:00,9.63,9.2,4.6,13.8,1.8,,20.9,27.5,,,29.29,83.39,1050,21.8,,
DoE,8/13/2024 4:00,8.28,9.2,4.5,13.7,1.84,,34.2,33.1,,,29.67,84.5,1050,21.81,,
DoE,8/13/2024 5:00,9.92,9.1,4.5,13.6,1.82,,46.6,51.9,,,29.71,84.61,1050,21.77,,
DoE,8/13/2024 6:00,9.53,9.1,4.6,13.7,1.87,,22.3,29.7,,,30.04,85.53,1050,25.75,,
DoE,8/13/2024 7:00,9.01,9,4.6,13.6,2.04,,21.6,30.1,,,29.57,84.19,1050,71.09,,
DoE,8/13/2024 8:00,9.61,9,4.6,13.6,2.06,,20.2,30.8,0.68,56.87,27.78,79.09,1050,128.86,,
DoE,8/13/2024 9:00,9.6,9,4.6,13.6,2.1,,21.2,30.5,0.72,50.61,26.81,76.31,1050,129.29,,
DoE,8/13/2024 10:00,9.2,9,4.6,13.6,2.1,,28.3,46.2,0.86,55.16,24.31,69.15,1050,415.33,,
DoE,8/13/2024 11:00,10.71,8.9,4.6,13.5,2.04,,28.7,36.5,0.73,50.91,23.02,65.47,1050,194.73,,
DoE,8/13/2024 12:00,8.71,8.9,4.6,13.5,2.07,,29.6,32.9,0.89,55.76,22.18,63.09,1050,301.15,,
DoE,8/13/2024 13:00,10.7,9,4.6,13.6,2.11,,31.5,38.3,,,22.21,63.18,1050,188.68,,
DoE,8/13/2024 14:00,11.68,9,4.6,13.6,2.21,,44.7,55.4,,,23.51,66.88,1050,120.19,,
DoE,8/13/2024 15:00,9.21,9,4.6,13.6,2.29,,51,64.2,0.66,324.37,24.06,68.45,1050,105.48,,
DoE,8/13/2024 16:00,7.55,8.9,4.6,13.5,2.19,,51.5,74.9,,,23.18,65.94,1050,54,,
DoE,8/13/2024 17:00,5.74,9.3,4.8,14.1,2.03,,33.5,50.4,,,25.37,72.21,1050,42.28,,
DoE,8/13/2024 18:00,5.35,9,4.6,13.6,2.03,,45,63.6,,,28.05,79.85,1050,46.94,,
DoE,8/13/2024 19:00,5.14,8.9,4.5,13.4,2.35,,36.4,41.2,,,29.84,84.98,1050,25.36,,
DoE,8/13/2024 20:00,6.22,8.8,4.5,13.3,2.41,,48.3,49.9,,,29.87,85.06,1050,22.25,,
DoE,8/13/2024 21:00,6.15,9.1,4.5,13.6,2.39,,34.8,42,,,29.56,84.16,1050,21.88,,
DoE,8/13/2024 22:00,5.78,8.8,4.3,13.1,2.42,,27.6,32.6,,,28.89,82.25,1050,21.79,,
DoE,8/13/2024 23:00,6.14,9.3,4.5,13.8,2.51,,33,42.4,,,28.77,81.91,1050,21.79,,
DoE,8/14/2024 0:00,5,8.9,4.4,13.3,2.46,,33.9,59.1,,,29.35,83.56,1050,21.85,,
DoE,8/14/2024 1:00,6.15,9,4.5,13.5,2.3,,30.9,49.2,,,29.59,84.26,1050,21.81,,
DoE,8/14/2024 2:00,5.36,9,4.5,13.5,2.18,,32.8,43.3,,,29.46,83.87,1050,21.81,,
DoE,8/14/2024 3:00,5.98,8.9,4.5,13.4,2.12,,25.9,32.8,,,29.68,84.52,1050,21.78,,
DoE,8/14/2024 4:00,5.28,9,4.5,13.5,2.09,,24.6,25.7,,,29.63,84.38,1050,21.8,,
DoE,8/14/2024 5:00,5.77,8.9,4.5,13.4,2.1,,29.4,27.2,,,29.75,84.72,1050,21.76,,
DoE,8/14/2024 6:00,5.79,9,4.5,13.5,2.21,,53.1,54.9,,,29.94,85.26,1050,27.19,,
DoE,8/14/2024 7:00,5.79,9,4.5,13.5,2.34,,75.2,74.4,,,29.56,84.17,1050,46.68,,
DoE,8/14/2024 8:00,5.87,8.9,4.4,13.3,2.37,,91.7,80.6,0.94,54.61,28.23,80.36,1050,81.65,,
DoE,8/14/2024 9:00,15,9,4.5,13.5,2.36,,62.6,73.7,0.72,57.38,26.37,75.05,1050,184.14,,
DoE,8/14/2024 10:00,5.91,8.9,4.5,13.4,2.3,,50.8,72.9,1.11,56.76,21.3,60.57,1050,523.84,,
DoE,8/14/2024 11:00,2.83,9,4.6,13.6,2.27,,35.8,45.8,0.96,57.05,21.08,59.94,1050,361.06,,
DoE,8/14/2024 12:00,4.51,8.9,4.6,13.5,2.23,,65.4,69.8,1.51,51.39,21.28,60.49,1050,188.81,,
DoE,8/14/2024 13:00,6.73,8.9,4.6,13.5,2.24,,47.6,60.4,1.67,49.97,20.66,58.75,1050,305.55,,
DoE,8/14/2024 14:00,6.4,8.9,4.6,13.5,2.2,,35.6,49.9,1.63,47.13,20.09,57.12,1050,162.36,,
DoE,8/14/2024 15:00,4.29,9,4.6,13.6,2.17,,34,47.9,2.2,50.67,19.87,56.47,1050,123.34,,
DoE,8/14/2024 16:00,6.41,8.9,4.6,13.5,2.16,,19.3,30.1,1.77,51.84,19.38,55.09,1050,118.37,,
DoE,8/14/2024 17:00,7.34,9,4.7,13.7,2.19,,24.1,39.6,1.16,57.94,19.28,54.8,1050,75.6,,
DoE,8/14/2024 18:00,5.36,9.1,4.7,13.8,2.21,,27.1,33.8,0.63,48.26,20.9,59.43,1050,50.1,,
DoE,8/14/2024 19:00,4.41,8.9,4.6,13.5,2.28,,23.3,36,1.12,45.71,22.92,65.21,1050,23.68,,
DoE,8/14/2024 20:00,6.07,9,4.6,13.6,2.28,,20.5,30.3,0.88,50.5,24.21,68.88,1050,21.84,,
DoE,8/14/2024 21:00,3.6,9,4.6,13.6,2.29,,11.7,25.3,1.28,51.79,24.41,69.45,1050,21.83,,
DoE,8/14/2024 22:00,5.74,8.9,4.6,13.5,2.27,,10.3,21.3,1.19,57.39,25.92,73.77,1050,21.87,,
DoE,8/14/2024 23:00,7.27,9,4.6,13.6,2.26,,11.6,16.5,0.79,53.68,26.42,75.2,1050,21.92,,
DoE,8/15/2024 0:00,6.22,8.9,4.6,13.5,2.26,,10.4,20,,,27.19,77.39,1050,21.92,,
DoE,8/15/2024 1:00,7.05,8.9,4.6,13.5,2.23,,8.9,17.7,0.45,50.51,27.53,78.35,1050,21.9,,
DoE,8/15/2024 2:00,5.58,8.9,4.6,13.5,2.21,,7,14.9,1.2,48.22,27.11,77.16,1050,21.97,,
DoE,8/15/2024 3:00,4.24,8.8,4.5,13.3,2.21,,21.1,30.5,0.99,48.02,27.83,79.21,1050,21.92,,
DoE,8/15/2024 4:00,5.17,8.9,4.5,13.4,2.22,,41.5,46.9,,,27.68,78.81,1050,21.96,,
DoE,8/15/2024 5:00,5.87,8.8,4.5,13.3,2.25,,29.9,33.8,,,27.67,78.76,1050,21.96,,
DoE,8/15/2024 6:00,6.39,8.9,4.6,13.5,2.23,,42.7,46.1,0.81,43.31,27.59,78.54,1050,24.99,,
DoE,8/15/2024 7:00,5.84,8.8,4.5,13.3,2.31,,32.6,34.6,0.96,56.35,27.4,77.99,1050,60.89,,
DoE,8/15/2024 8:00,6.99,8.8,4.5,13.3,2.31,,44.1,51.7,1.05,51.29,25.75,73.29,1050,114.06,,
DoE,8/15/2024 9:00,5.23,8.8,4.6,13.4,2.34,,23.1,26.8,1.77,48.53,22.58,64.24,1050,293.5,,
DoE,8/15/2024 10:00,6.43,8.8,4.6,13.4,2.34,,23.4,36.2,1.46,48.46,21.33,60.65,1050,385.86,,
DoE,8/15/2024 11:00,10.67,8.9,4.6,13.5,2.33,,18.4,35.9,2.15,52.19,18.74,53.26,1050,624.28,,
DoE,8/15/2024 12:00,8.03,8.7,4.5,13.2,2.28,,15,31,2.14,50.88,17.37,49.35,1050,618.72,,
DoE,8/15/2024 13:00,9.26,9,4.6,13.6,2.3,,19.4,24.1,1.25,54.83,18.3,52.01,1050,201.23,,
DoE,8/15/2024 14:00,,,,,,,,,,,,,,,,
DoE,8/15/2024 15:00,,,,,,,,,,,,,,,,
DoE,8/15/2024 16:00,5.57,8.8,4.6,13.4,2.28,,22.5,31.1,0.99,49.37,20.11,57.17,1050,108.36,,
DoE,8/15/2024 17:00,7.65,9,4.7,13.7,2.29,,21.6,26.2,0.9,51.78,20.37,57.91,1050,79.54,,
DoE,8/15/2024 18:00,8.02,9.2,4.7,13.9,2.31,,16.4,23.6,0.69,54.87,21.2,60.29,1050,47.28,,
DoE,8/15/2024 19:00,5.89,8.8,4.6,13.4,2.37,,11.7,24.3,0.47,54.84,22.15,62.99,1050,23.93,,
DoE,8/15/2024 20:00,6.99,8.9,4.6,13.5,2.38,,11.2,27.6,0.68,49.13,23.17,65.91,1050,21.83,,
DoE,8/15/2024 21:00,8.17,8.9,4.6,13.5,2.38,,8.7,20.3,0.61,52.64,23.58,67.1,1050,21.88,,
DoE,8/15/2024 22:00,6.52,8.9,4.6,13.5,2.39,,12.4,20.8,,,24.83,70.67,1050,21.85,,
DoE,8/15/2024 23:00,7.78,9,4.7,13.7,2.39,,11.4,22.3,0.71,52.9,25.39,72.26,1050,21.89,,
DoE,8/16/2024 0:00,9.75,8.8,4.5,13.3,2.38,,15.6,18.2,,,26.31,74.87,1050,21.85,,
DoE,8/16/2024 1:00,7.52,8.8,4.5,13.3,2.36,,15.5,18.8,,,26.82,76.33,1050,21.9,,
DoE,8/16/2024 2:00,9.72,8.8,4.6,13.4,2.32,,7.9,14.8,,,27,76.85,1050,21.88,,
DoE,8/16/2024 3:00,8.72,8.9,4.6,13.5,2.3,,8.8,18.1,0.83,48.4,26.82,76.34,1050,21.94,,
DoE,8/16/2024 4:00,5.72,8.9,4.6,13.5,2.3,,27.3,32.3,0.84,56.19,26.83,76.36,1050,21.92,,
DoE,8/16/2024 5:00,5.48,8.8,4.5,13.3,2.33,,37.9,41.9,0.98,41.25,27.01,76.88,1050,21.95,,
DoE,8/16/2024 6:00,9.57,8.9,4.6,13.5,2.31,,52.6,49.7,,,27.8,79.16,1050,24.98,,
DoE,8/16/2024 7:00,4.27,8.8,4.5,13.3,2.33,,29.4,31.8,1.74,44.01,27.78,79.09,1050,53.89,,
DoE,8/16/2024 8:00,7.47,8.8,4.6,13.4,2.3,,33.2,34,1.51,51.88,26.45,75.27,1050,117.21,,
DoE,8/16/2024 9:00,6.76,8.8,4.6,13.4,2.34,,19.3,24.4,,,24.22,68.91,1050,299.54,,
DoE,8/16/2024 10:00,10.03,8.8,4.6,13.4,2.3,,20,26.3,1.52,51.94,21.77,61.9,1050,346.01,,
DoE,8/16/2024 11:00,6.84,8.8,4.6,13.4,2.32,,20,25.4,1.17,44.1,22.22,63.18,1050,176.65,,
DoE,8/16/2024 12:00,12.56,10.8,5.4,16.2,2.31,,22.6,31.3,1.24,49.27,20.99,59.69,1050,333.14,,
DoE,8/16/2024 13:00,3.39,7.7,4.1,11.8,2.28,,17.7,28.7,1.26,37.12,23.61,67.17,1050,115.85,,
DoE,8/16/2024 14:00,7.25,7.3,3.9,11.2,2.32,,12.3,33.7,,,30.77,87.64,1050,62.68,,
DoE,8/16/2024 15:00,6.24,7.5,4,11.5,2.34,,8.9,12.1,,,30.53,86.94,1050,108.16,,
DoE,8/16/2024 16:00,6.85,7.8,4.1,11.9,2.34,,20,23.5,,,28.75,81.86,1050,78.39,,
DoE,8/16/2024 17:00,5.83,8,4.2,12.2,2.35,,34.5,40.6,1.39,49.87,26.87,76.48,1050,68.35,,
DoE,8/16/2024 18:00,4.07,8.2,4.3,12.5,2.31,,30.3,32.3,1.36,49.07,26.12,74.33,1050,47.09,,
DoE,8/16/2024 19:00,3.02,8.2,4.3,12.5,2.36,,22,25.3,1.38,50.91,26.26,74.76,1050,24.33,,
DoE,8/16/2024 20:00,5.78,8.3,4.3,12.6,2.29,,18.3,22.9,0.76,54.4,26.24,74.7,1050,22.76,,
DoE,8/16/2024 21:00,5.27,8.4,4.4,12.8,2.29,,17.5,27.5,,,26.85,76.43,1050,22.76,,
DoE,8/16/2024 22:00,3.87,8.4,4.4,12.8,2.24,,9.8,19,1.35,47.32,26.99,76.83,1050,22.84,,
DoE,8/16/2024 23:00,7.53,8.5,4.4,12.9,2.24,,9.9,17.8,1.97,45.61,26.66,75.88,1050,22.88,,
DoE,8/17/2024 0:00,4.64,8.5,4.4,12.9,2.18,,12.5,18.6,1.5,44.1,27.1,77.13,1050,22.98,,
DoE,8/17/2024 1:00,7.05,8.5,4.4,12.9,2.08,,11.3,21.2,,,27.94,79.55,1050,23.04,,
DoE,8/17/2024 2:00,5.54,8.6,4.4,13,2.02,,11.2,14.9,0.79,54.06,28.33,80.65,1050,23.04,,
DoE,8/17/2024 3:00,7.3,8.6,4.5,13.1,1.95,,6.9,,1.09,50.23,28.2,80.29,1050,23.04,,
DoE,8/17/2024 4:00,3.46,8.7,4.5,13.2,1.93,,,12,0.6,60.46,28.32,80.62,1050,23.07,,
DoE,8/17/2024 5:00,2.67,8.6,4.5,13.1,1.92,,,,,,28,79.7,1050,23.05,,
DoE,8/17/2024 6:00,4.84,8.7,4.5,13.2,1.9,,6.6,,,,27.73,78.94,1050,27.2,,
DoE,8/17/2024 7:00,5.47,8.6,4.5,13.1,1.91,,8.7,11.5,0.75,322.02,27.26,77.61,1050,59.53,,
DoE,8/17/2024 8:00,4.86,8.7,4.5,13.2,1.91,,6.6,,1.06,316.06,26.64,75.82,1050,125.19,,
DoE,8/17/2024 9:00,6.73,8.8,4.5,13.3,1.86,,5.9,10.9,1.15,312.35,23.95,68.15,1050,416.33,,
DoE,8/17/2024 10:00,4.25,8.8,4.5,13.3,1.82,,,11,0.78,40.54,19.35,55,1050,510.67,,
DoE,8/17/2024 11:00,8.14,8.9,4.6,13.5,1.81,,,11.6,1.87,301.85,21.39,60.84,1050,242.18,,
DoE,8/17/2024 12:00,5.26,8.9,4.6,13.5,1.84,,,16.5,1.33,73.45,20.57,58.49,1050,419.89,,
DoE,8/17/2024 13:00,4.47,8.8,4.6,13.4,1.75,,,21.3,1.77,73.64,21.95,62.42,1050,199.95,,
