Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
CDA,8/5/2024 23:00,4.63,6.88,2.9,9.78,0.43,,13.24,23.95,0.41,139.99,,95.3,1006.55,9.57,,
CDA,8/6/2024 0:00,5.49,7.17,2.53,9.7,0.56000000000000005,,12.04,23.52,0.36,134.17,,95.97,1006.3,9.51,0.01,
CDA,8/6/2024 1:00,5.72,7,2.9,9.9,0.79,,11.05,18.57,0.54,134.09,,96.5,1005.9,9.51,,
CDA,8/6/2024 2:00,5.63,7.17,2.54,9.71,0.66,,8.9,14.47,0.77,125.9,,96.98,1005.48,9.44,,
CDA,8/6/2024 3:00,5.69,6.66,2.09,8.75,0.56000000000000005,,6.62,19.52,0.38,136.34,,97.22,1005,9.59,,
CDA,8/6/2024 4:00,5.75,7.45,2.87,10.32,0.53,,7.42,12.49,0.33,137.61,,97.29,1004.93,9.44,,
CDA,8/6/2024 5:00,5.79,7.29,2.78,10.07,0.54,,6.43,,0.47,130.22,,97.11,1004.88,9.52,,
CDA,8/6/2024 6:00,5.78,7.65,3.63,11.28,0.5,,5.48,20.16,0.38,130.63,,96.77,1005,19.14,,
CDA,8/6/2024 7:00,5.84,7.87,4.57,12.44,0.55000000000000004,,5.56,19.75,0.64,133.93,,95.47,1005.23,90,0.02,
CDA,8/6/2024 8:00,5.57,8.1,3.94,12.04,0.56999999999999995,,8.18,22.61,1.27,138.88,,91.57,1005.35,183.56,,
CDA,8/6/2024 9:00,5.62,7.98,3.07,11.05,0.84,,13.26,17.53,1.38,172.32,39.3,82.3,1005.58,393.65,,
CDA,8/6/2024 10:00,5.5,7.51,1.84,9.35,0.65,,13.21,27.31,1.69,177.19,31.84,74.84,1005.4,524.16,,
CDA,8/6/2024 11:00,5.22,6.81,1.22,8.03,0.79,,13.87,32.96,1.92,196.37,26.89,69.89,1005.15,647.06,,
CDA,8/6/2024 12:00,5.2,6.97,1.21,8.18,0.66,,13.73,30.46,1.95,223.21,23.78,66.78,1004.83,578.43,,
CDA,8/6/2024 13:00,5.31,6.92,2.47,9.39,0.7,,13.37,43.73,1.41,223.1,34.18,77.18,1004.68,135.56,,
CDA,8/6/2024 14:00,5.31,7.05,1.98,9.03,0.74,,15.13,40.85,1.81,220.99,34.02,77.02,1004.28,380.84,,
CDA,8/6/2024 15:00,5.29,6.86,1.4,8.26,0.47,,14.16,37.41,2.6,228.55,27.76,70.76,1003.85,493.23,0.01,
CDA,8/6/2024 16:00,5.44,6.92,1.69,8.61,0.56000000000000005,,10.81,37.76,3.04,219.4,31.39,74.39,1003.65,328.25,,
CDA,8/6/2024 17:00,5.4,6.75,1.78,8.53,0.44,,10.77,33.96,3.38,220.19,35.28,78.28,1003.68,233.68,0.01,
CDA,8/6/2024 18:00,5.34,6.65,1.95,8.6,0.47,,13.12,42.13,3.71,211.74,38.85,81.85,1003.83,75.64,,
CDA,8/6/2024 19:00,5.37,6.83,2.47,9.3,0.53,,11.64,25.42,3.27,204.82,,85.35,1004.1,17.55,,
CDA,8/6/2024 20:00,5.46,7.96,2.97,10.93,0.79,,13.21,25.27,1.48,158.01,,87.86,1004.5,9.29,,
CDA,8/6/2024 21:00,5.48,6.69,1.87,8.56,0.75,,14.44,23.72,1.41,136.84,,91.99,1005.3,9.33,,
CDA,8/6/2024 22:00,5.5,6.92,1.49,8.41,0.61,,11.94,21.73,1.53,135.37,,93.24,1005.85,9.44,,
CDA,8/6/2024 23:00,5.46,7.06,1.53,8.59,0.86,,10.38,22.86,0.65,152.25,,93.07,1006,9.65,,
CDA,8/7/2024 0:00,5.55,6.81,1.35,8.16,0.69,,9.86,22.9,1.13,141.11,,93.05,1005.78,9.38,,
CDA,8/7/2024 1:00,5.52,6.35,1.22,7.57,0.54,,9.39,18.72,0.96,138.41,,93.4,1005.35,9.55,,
CDA,8/7/2024 2:00,5.56,6.57,1.33,7.9,0.6,,7.64,12.5,0.97,141.82,,93.79,1005.05,9.25,,
CDA,8/7/2024 3:00,5.51,6.46,1.41,7.87,0.47,,5.72,,1.15,157.34,,94.01,1004.95,9.58,,
CDA,8/7/2024 4:00,5.64,6.6,1.27,7.87,0.44,,,11.43,0.79,139.56,,93.37,1004.83,9.38,,
CDA,8/7/2024 5:00,5.68,6.58,1.46,8.04,0.47,,,,0.76,130.13,,92.94,1005,9.41,,
CDA,8/7/2024 6:00,5.64,6.86,2.07,8.93,0.4,,,,0.77,146.59,,93.2,1005.2,22.86,,
CDA,8/7/2024 7:00,5.62,7.52,1.95,9.47,0.57999999999999996,,,,0.91,146.97,,91.76,1005.33,126.36,,
CDA,8/7/2024 8:00,5.51,7.51,1.52,9.03,0.43,,6.81,15.66,1.86,152.65,40.07,83.07,1005.65,329.84,0.01,
CDA,8/7/2024 9:00,5.32,6.87,1.26,8.13,0.44,,9.09,13.14,2.83,183.05,31.65,74.65,1005.88,424.51,0.01,
CDA,8/7/2024 10:00,5.28,6.88,1.4,8.28,0.48,,10.85,27.17,3.36,202.74,29.56,72.56,1006.13,452.58,0.01,
CDA,8/7/2024 11:00,5.24,6.94,1.55,8.49,0.4,,9.4,25.21,3.82,203.21,26.48,69.48,1006.03,578.15,0.01,
CDA,8/7/2024 12:00,5.17,6.93,1.74,8.67,0.45,,9.4,30.83,4.12,210.17,25.02,68.02,1005.8,578.37,,
CDA,8/7/2024 13:00,5.09,7.01,1.72,8.73,0.45,,11.18,61.07,3.56,221.18,30.4,73.4,1005.58,573.55,,
CDA,8/7/2024 14:00,5.27,7.49,1.75,9.24,0.46,,11.37,49.46,2.36,221.69,26.07,69.07,1004.78,601.03,0.01,
CDA,8/7/2024 15:00,5.1,7.28,2.06,9.34,0.54,,13.61,48.35,2.97,224,23.18,66.18,1004.48,579.48,0.01,
CDA,8/7/2024 16:00,5.01,7.43,2.09,9.52,0.42,,13.92,49.88,3.63,219.34,27.85,70.85,1004.15,318.8,,
CDA,8/7/2024 17:00,5.13,6.65,2.29,8.94,0.51,,10.27,54.91,4.11,223.05,32.86,75.86,1004.25,260.34,0.01,
CDA,8/7/2024 18:00,4.95,7.16,3.55,10.71,0.47,,8.27,41.44,2.72,217.89,36.84,79.84,1004.73,75.07,,
CDA,8/7/2024 19:00,5.24,9.01,5.14,14.15,0.49,,8.4,36.28,2.21,205.84,40.67,83.67,1004.88,13.54,,
CDA,8/7/2024 20:00,5.28,9.06,6.43,15.49,0.6,,9.94,35.47,1.93,163.39,,85.21,1005.33,9.31,,
CDA,8/7/2024 21:00,5.14,7.01,4,11.01,0.53,,10.91,33.35,1.82,167.21,,88.31,1006.08,9.36,,
CDA,8/7/2024 22:00,5.12,6.98,3.72,10.7,0.48,,8.66,30.17,2.35,174.46,,88.94,1006.65,9.54,,
CDA,8/7/2024 23:00,5.31,7.67,4.25,11.92,0.4,,5.74,28.28,1.89,184.33,,91.36,1006.63,9.48,,
CDA,8/8/2024 0:00,5.38,7.24,2.37,9.61,0.42,,8.05,18.63,1.54,136.6,,91.86,1006.28,9.63,,
CDA,8/8/2024 1:00,5.41,6.89,1.59,8.48,0.46,,8.71,26.78,1.73,139.3,,92.59,1006.1,9.52,,
CDA,8/8/2024 2:00,5.44,7.67,1.99,9.66,0.5,,5.68,16.36,1.66,130.89,,95.07,1005.83,9.53,,
CDA,8/8/2024 3:00,5.45,7.28,1.9,9.18,0.43,,5.36,13.85,1.63,146.55,,94.8,1005.85,9.56,,
CDA,8/8/2024 4:00,5.53,7.11,1.75,8.86,0.43,,6.6,22.22,1.04,182.02,,94.63,1005.78,9.41,,
CDA,8/8/2024 5:00,5.48,6.78,1.59,8.37,0.45,,7.43,16.15,1.69,146.6,,96.63,1005.85,9.4,0.01,
CDA,8/8/2024 6:00,5.38,7.46,2.26,9.72,0.45,,5.75,11.54,1.49,144.37,,97.48,1006.25,13.43,,
CDA,8/8/2024 7:00,5.36,7.1,2.07,9.17,0.38,,,,2.18,161.73,,98.24,1006.93,36.82,,
CDA,8/8/2024 8:00,5.32,7.62,2.49,10.11,0.49,,14.05,18.26,1.51,153.38,,98.63,1007.53,101.18,0.01,
CDA,8/8/2024 9:00,5.32,7.73,2.05,9.78,0.49,,13.52,20.19,2.48,184.4,,96.3,1008.08,216.89,,
CDA,8/8/2024 10:00,5.27,7.45,2.31,9.76,0.4,,8.38,21.83,2.78,213.29,,91.09,1008.3,184.04,,
CDA,8/8/2024 11:00,5.42,10.23,2.98,13.21,0.41,,12.47,14.35,2.29,197.24,41.2,84.2,1008.1,511.5,,
CDA,8/8/2024 12:00,5.15,6.99,2.44,9.43,0.45,,17.33,20.5,2.77,173.98,33.46,76.46,1007.75,611.27,,
CDA,8/8/2024 13:00,5.1,6.42,2.15,8.57,0.39,,13.79,23.34,2.94,156.42,34.22,77.22,1007.33,383.93,,
CDA,8/8/2024 14:00,5.05,6.6,2.12,8.72,0.42,,15.79,22.15,2.7,180.05,32.53,75.53,1006.73,405.18,,
CDA,8/8/2024 15:00,5.05,8.76,2.83,11.59,0.44,,17.11,34.47,3.14,195.24,28.83,71.83,1006.2,388.29,0.01,
CDA,8/8/2024 16:00,5.29,10.52,3.78,14.3,0.38,,15.61,32.81,4.8,212.25,31.85,74.85,1005.88,299.95,,
CDA,8/8/2024 17:00,5.52,14.87,4.98,19.85,0.46,,14.05,29.74,3.97,215.41,27.48,70.48,1005.9,310.3,,
CDA,8/8/2024 18:00,5.68,19.12,5.35,24.47,0.44,,16.62,41.97,3.75,207.03,31.29,74.29,1006.35,74.13,,
CDA,8/8/2024 19:00,5.77,22.59,5.86,28.45,0.38,,18.28,36.84,3.5,203.25,41.75,84.75,1007.18,11.13,,
CDA,8/8/2024 20:00,6.03,15.22,5.78,21,0.54,,19.56,36.62,2.25,191.39,,90.54,1007.68,9.52,,
CDA,8/8/2024 21:00,5.81,9.05,4.08,13.13,0.35,,14.39,21.56,1.69,171.92,,91.07,1008.18,9.4,,
CDA,8/8/2024 22:00,5.61,8.78,3.76,12.54,0.45,,8.01,29.71,1.21,144.5,,89.42,1008.63,9.56,,
CDA,8/8/2024 23:00,5.63,7.97,3.09,11.06,0.42,,9.58,25.4,1.53,146.24,,89.87,1008.43,9.69,,
CDA,8/9/2024 0:00,5.65,7.25,2.59,9.84,0.43,,13.36,22.84,1.36,156.36,,88.32,1007.98,9.53,,
CDA,8/9/2024 1:00,5.65,7.61,2.99,10.6,0.42,,12.56,29.75,1.15,141.5,,88.61,1007.53,9.38,0.01,
CDA,8/9/2024 2:00,5.71,7.94,4.15,12.09,0.45,,8.37,22.21,0.92,152.57,,89.07,1007.48,9.6,,
CDA,8/9/2024 3:00,5.54,7.71,4.68,12.39,0.42,,6.97,30.84,1.45,158.74,,88.58,1007.18,9.51,,
CDA,8/9/2024 4:00,5.62,7.63,4.42,12.05,0.4,,6.06,30.19,1.97,156.26,,89.49,1007.13,9.54,0.01,
CDA,8/9/2024 5:00,5.56,7.9,4.9,12.8,0.46,,9.19,25.24,1.77,186.66,,90.15,1007.3,9.31,,
CDA,8/9/2024 6:00,5.57,8.97,5.51,14.48,0.45,,19.18,29.7,0.98,170.93,,92.06,1007.68,26.4,,
CDA,8/9/2024 7:00,5.55,8.52,4.59,13.11,0.37,,25.53,45.45,1.48,172.62,,91.57,1008.05,63.98,0.01,
CDA,8/9/2024 8:00,5.52,7.63,3.64,11.27,0.46,,19.3,46.57,1.76,170.34,,92.23,1008.6,95,0.02,
CDA,8/9/2024 9:00,5.41,7.3,1.32,8.62,0.51,,12.13,25.66,1.88,192.65,,95.57,1009.13,60.41,,
CDA,8/9/2024 10:00,5.49,9.4,10.1,19.5,0.52,,12.14,14.23,1.87,205.64,,97.61,1009.2,135.58,,
CDA,8/9/2024 11:00,5.45,10.8,22.89,33.69,0.39,,12.04,19.58,1.73,183.02,,95.58,1008.98,277.63,,
CDA,8/9/2024 12:00,5.39,10.4,10.42,20.82,0.5,,12.98,24.19,2.16,199.02,41.47,84.47,1008.5,390.56,0.01,
CDA,8/9/2024 13:00,5.28,8.12,6.29,14.41,0.46,,12.99,20.3,3.2,190.69,29.72,72.72,1007.85,716.58,,
CDA,8/9/2024 14:00,5.31,7.34,2.44,9.78,0.5,,9.25,21.41,3.47,184.15,26.5,69.5,1007.23,596.5,,
CDA,8/9/2024 15:00,5.47,10.94,3.05,13.99,0.44,,9.41,20.63,2.81,221.12,31.02,74.02,1006.7,211.84,,
CDA,8/9/2024 16:00,5.46,7.91,3.03,10.94,0.46,,9.38,23.79,2.13,239.15,,90.01,1006.4,282.45,,
CDA,8/9/2024 17:00,5.41,7.61,2.62,10.23,0.55000000000000004,,8.69,,2.41,235.03,40.66,83.66,1006.03,153.91,,
CDA,8/9/2024 18:00,5.32,8.24,3.24,11.48,0.45,,8.23,13.08,2.15,228.35,39.51,82.51,1006.13,75.11,,
CDA,8/9/2024 19:00,5.49,8.49,3.76,12.25,0.35,,7.87,17.19,1.95,223.63,,86.54,1006.43,12.22,,
CDA,8/9/2024 20:00,5.68,12.14,4.29,16.43,0.5,,16.53,32.46,1.26,207.21,,88.72,1007,9.59,,
CDA,8/9/2024 21:00,5.63,10.47,4.49,14.96,0.54,,25.21,51.08,0.59,158.01,,89.56,1007.48,9.35,,
CDA,8/9/2024 22:00,5.52,12.24,4.48,16.72,0.42,,21.45,35.82,0.52,131.82,,91.51,1007.95,9.6,,
CDA,8/9/2024 23:00,5.65,9.97,3.83,13.8,0.38,,21.2,38.06,0.68,161.33,,92.72,1008,9.46,,
CDA,8/10/2024 0:00,5.72,10.4,3.52,13.92,0.47,,20,40.64,0.75,176.99,,92.81,1007.8,9.43,,
CDA,8/10/2024 1:00,5.7,9.17,4.96,14.13,0.45,,32.21,52.8,0.59,136.22,,92.03,1007.33,9.27,,
CDA,8/10/2024 2:00,5.65,9.37,8.28,17.65,0.46,,21.95,39.82,0.57,152.91,,91.58,1007,9.46,,
CDA,8/10/2024 3:00,5.71,9.02,6.66,15.68,0.49,,7.99,44.51,0.95,142.92,,91.62,1006.85,9.31,,
CDA,8/10/2024 4:00,5.72,9.24,7,16.24,0.5,,6.16,19.06,0.83,151.86,,92.17,1006.65,9.36,,
CDA,8/10/2024 5:00,5.67,7.96,2.75,10.71,0.41,,7.38,28.73,0.76,169.66,,91.7,1006.38,9.52,,
CDA,8/10/2024 6:00,5.61,8.58,3.03,11.61,0.47,,17.32,35.37,0.66,180.38,,90.59,1006.75,35.11,,
CDA,8/10/2024 7:00,5.5,9.06,3.34,12.4,0.48,,26.4,40.29,0.74,189.42,,89.08,1007.28,66.99,0.01,
CDA,8/10/2024 8:00,5.62,8.65,2.7,11.35,0.42,,34.1,59.05,0.67,136.41,,92.73,1007.6,93.93,,
CDA,8/10/2024 9:00,5.63,8.13,2.2,10.33,0.38,,22.43,26.54,0.59,173.46,,94.76,1007.55,84.69,,
CDA,8/10/2024 10:00,5.6,8.49,2.72,11.21,0.41,,18.22,37.82,0.86,185.34,,94.98,1007.63,56.15,,
CDA,8/10/2024 11:00,5.51,8.26,2.69,10.95,0.56999999999999995,,21.95,38.38,1.46,172.71,,94.51,1007.28,69.42,,
CDA,8/10/2024 12:00,5.54,12.44,3.13,15.57,0.44,,20.21,40.43,1.42,197.01,,91.86,1007.1,93.08,,
CDA,8/10/2024 13:00,5.93,23.9,3.96,27.86,0.46,,21.83,42.5,2.6,211.85,,87.28,1006.68,135.94,,
CDA,8/10/2024 14:00,6.27,24.26,4.37,28.63,0.47,,25.85,46.12,2.31,213.68,41.62,84.62,1006.15,184.39,,
CDA,8/10/2024 15:00,6.05,16.95,4.21,21.16,0.46,,24.62,44.83,3.09,221.29,40.82,83.82,1005.73,259.54,0.02,
CDA,8/10/2024 16:00,5.76,9.67,3.01,12.68,0.46,,18.73,38.04,3.09,218.84,41.68,84.68,1005.38,159.32,0.01,
CDA,8/10/2024 17:00,5.67,12.25,3.11,15.36,0.49,,15.59,45.18,3.25,215.57,,85.59,1005.2,163.45,,
CDA,8/10/2024 18:00,5.92,14.66,3.62,18.28,0.42,,17.36,49.9,2.71,207.48,40.48,83.48,1005.23,69.32,,
CDA,8/10/2024 19:00,5.98,12.23,3.83,16.06,0.5,,19.94,46.56,1.8,192.38,,87.37,1005.65,12.24,,
CDA,8/10/2024 20:00,5.83,10.1,3.64,13.74,0.5,,19.17,53.48,0.99,180.09,,88.84,1006.18,9.54,,
CDA,8/10/2024 21:00,5.73,7.66,3.43,11.09,0.5,,21.1,57.09,0.68,165.89,,89.68,1006.35,9.24,,
CDA,8/10/2024 22:00,5.78,8.06,3.43,11.49,0.5,,22.03,57.49,0.41,159.99,,90.69,1006.8,9.46,,
CDA,8/10/2024 23:00,5.86,9,3.45,12.45,0.44,,19.33,50.71,0.65,148.65,,91.26,1006.88,9.38,,
CDA,8/11/2024 0:00,5.67,8.95,3.33,12.28,0.49,,19.32,38.09,1.09,147.13,,92.48,1006.48,9.59,,
CDA,8/11/2024 1:00,5.82,8.21,3.07,11.28,0.39,,19.79,43.94,1.05,199.23,,94.28,1006.18,9.39,,
CDA,8/11/2024 2:00,5.86,8.38,4.04,12.42,0.51,,17.19,51.41,0.08,96.66,,97.26,1005.9,9.54,,
CDA,8/11/2024 3:00,5.95,12.34,7.13,19.47,0.45,,14.2,20.63,0.53,180.17,,98.54,1005.7,9.6,,
CDA,8/11/2024 4:00,5.81,8.19,5.73,13.92,0.44,,17.34,24.3,1.15,157.93,,99.01,1005.55,9.53,,
CDA,8/11/2024 5:00,5.76,7.76,6.16,13.92,0.5,,29.7,55.38,0.55,136.4,,99.35,1005.45,9.36,,
CDA,8/11/2024 6:00,5.78,8.25,5.45,13.7,0.35,,20.99,25.46,1.49,127.4,,99.57,1005.35,16.41,0.02,
CDA,8/11/2024 7:00,5.84,10.61,4.47,15.08,0.34,,12.94,15.02,1.14,166.24,,99.39,1005.68,59.36,,
CDA,8/11/2024 8:00,5.84,8.66,5.45,14.11,0.47,,19.77,27.84,0.33,88.44,,99.5,1006.08,25.32,,
CDA,8/11/2024 9:00,5.8,7.88,5.45,13.33,0.43,,18.21,27.36,0.38,80.98,,99.98,1006.53,31.71,,
CDA,8/11/2024 10:00,5.65,7.02,3.58,10.6,0.41,,16.78,20.74,0.49,152.67,,100.23,1006.83,27.06,,
CDA,8/11/2024 11:00,5.58,7.37,3.43,10.8,0.53,,18.98,16.86,0.72,152.75,,100.21,1006.78,138.73,,
CDA,8/11/2024 12:00,5.7,8.48,3.14,11.62,0.41,,20.16,35.12,1.13,195.66,,99.36,1006.55,188.6,,
CDA,8/11/2024 13:00,5.8,13.15,4.51,17.66,0.46,,32.13,57.04,2.51,205.02,,97.94,1006.05,191.75,0.03,
CDA,8/11/2024 14:00,5.88,9.91,3.3,13.21,0.46,,29.93,42.23,1.34,229.68,,95.89,1005.8,128.6,,
CDA,8/11/2024 15:00,5.95,12.17,3.34,15.51,0.46,,22,20.9,2.11,179.56,,93.69,1005.03,151.9,,
CDA,8/11/2024 16:00,5.83,7.93,1.55,9.48,0.46,,26.8,39.57,1.54,177.1,,90.07,1004.83,285.53,,
CDA,8/11/2024 17:00,5.68,7.26,1.44,8.7,0.45,,31.11,45.21,2.07,160.61,,86.01,1004.28,134.08,,
CDA,8/11/2024 18:00,5.79,7.51,2.25,9.76,0.47,,18.65,40.36,1.01,135.56,,88.93,1004.25,67.65,,
CDA,8/11/2024 19:00,5.82,7.56,2.72,10.28,0.41,,13.65,28.42,0.76,139.97,,91.23,1004.68,11.69,,
CDA,8/11/2024 20:00,5.92,9.53,3.92,13.45,0.47,,19.07,27.66,0.6,126.63,,92.85,1005.2,9.58,,
CDA,8/11/2024 21:00,5.93,9.02,3.7,12.72,0.46,,24.48,40.75,0.41,176.41,,94.49,1005.43,9.51,,
CDA,8/11/2024 22:00,5.83,8.77,3.75,12.52,0.44,,26.03,61.29,0.57,173.96,,94.87,1005.7,9.52,,
CDA,8/11/2024 23:00,5.91,9.5,3.7,13.2,0.43,,21.41,51.13,0.23,156.99,,94.73,1005.88,9.52,,
CDA,8/12/2024 0:00,5.97,9.91,3.86,13.77,0.4,,19.75,35.03,0.32,161.56,,95.08,1006.13,9.48,,
CDA,8/12/2024 1:00,6.02,8.38,3.72,12.1,0.5,,26.29,74.86,0.53,199.72,,94.84,1006.05,9.59,,
CDA,8/12/2024 2:00,5.99,13.25,5.16,18.41,0.44,,33.94,68.09,0.7,202.35,,93.95,1005.7,9.61,,
CDA,8/12/2024 3:00,6.1,12.17,5.71,17.88,0.47,,33.17,44.4,0.43,140.25,,93.56,1005.43,9.77,,
CDA,8/12/2024 4:00,6.05,11.11,5.99,17.1,0.41,,39.02,69.47,0.48,167.58,,94.32,1005.43,9.53,,
CDA,8/12/2024 5:00,6.1,8.71,5.49,14.2,0.49,,37.9,65.65,0.76,148.43,,95.01,1005.53,9.41,,
CDA,8/12/2024 6:00,6.07,9.57,6.13,15.7,0.38,,28.38,59.84,0.64,131.68,,95.92,1005.73,14.12,,
CDA,8/12/2024 7:00,5.95,11.69,4.82,16.51,0.41,,19.17,42.25,0.5,142.97,,96.32,1006.13,96.95,,
CDA,8/12/2024 8:00,5.92,10.5,2.85,13.35,0.39,,19.86,52.83,1.1,150.59,,93.79,1006.38,246.76,,
CDA,8/12/2024 9:00,5.79,10.24,2.62,12.86,0.54,,32.94,57.84,1.33,157.93,,88.02,1006.33,240.58,0.01,
CDA,8/12/2024 10:00,5.72,9.89,2.59,12.48,0.42,,35.49,65,1.14,209.58,39.89,82.89,1006.4,278.12,,
CDA,8/12/2024 11:00,5.78,10.83,2.68,13.51,0.42,,28.08,54.61,2.35,217.16,30.75,73.75,1006.4,588.4,,
CDA,8/12/2024 12:00,5.61,7.71,1.89,9.6,0.43,,22.92,61.56,1.87,276.34,36.47,79.47,1006.28,195.64,,
CDA,8/12/2024 13:00,5.78,9.44,3.44,12.88,0.39,,16.65,40.81,0.35,275.23,,91.49,1005.98,102.54,,
CDA,8/12/2024 14:00,5.76,9.31,3.79,13.1,0.42,,13.74,26.3,0.64,237.58,,95.19,1005.7,106.57,0.01,
CDA,8/12/2024 15:00,5.83,9.85,3.86,13.71,0.46,,14.16,16.32,0.47,205.88,,96.98,1005.35,67.39,0.01,
CDA,8/12/2024 16:00,5.98,12.16,4.05,16.21,0.49,,12.94,24.37,0.28,204.25,,96.82,1004.95,276.62,,
CDA,8/12/2024 17:00,6.11,16.05,4.81,20.86,0.52,,19.08,26.14,0.61,180.45,,93.88,1004.43,190.67,0.01,
CDA,8/12/2024 18:00,6.1,13.14,4.65,17.79,0.41,,24.93,30.74,0.74,143.79,,92.02,1004.5,58.09,,
CDA,8/12/2024 19:00,5.94,7.86,3.71,11.57,0.45,,18.07,26.59,0.49,113.11,,93.3,1004.9,12.38,,
CDA,8/12/2024 20:00,5.9,8.19,4.55,12.74,0.52,,15.74,17.33,0.96,119.88,,94.42,1005.33,9.34,,
CDA,8/12/2024 21:00,5.79,9.82,4.87,14.69,0.48,,20.64,31.17,0.86,119.58,,95.2,1005.98,9.58,,
CDA,8/12/2024 22:00,5.93,10.07,4.45,14.52,0.42,,23.2,34.67,0.6,114.82,,95.85,1006.23,9.6,,
CDA,8/12/2024 23:00,6.02,8.56,3.8,12.36,0.46,,22.43,28.81,0.95,121.32,,96.2,1006.35,9.45,,
CDA,8/13/2024 0:00,5.91,8.52,3.27,11.79,0.44,,20.5,31.13,0.38,120.78,,96.56,1006.28,9.45,,
CDA,8/13/2024 1:00,6.05,8.64,3.52,12.16,0.43,,18.3,30.43,0.52,130.52,,97.08,1006.03,9.6,,
CDA,8/13/2024 2:00,6.09,9,3.48,12.48,0.42,,18.36,27.36,0.28,127.76,,97.37,1005.85,9.63,,
CDA,8/13/2024 3:00,6.04,13.84,3.46,17.3,0.33,,23.6,33.74,0.23,102.59,,97.47,1005.63,9.55,0.01,
CDA,8/13/2024 4:00,6.09,15.27,3.48,18.75,0.42,,41.15,59.87,0.35,207.29,,97.59,1005.53,9.52,,
CDA,8/13/2024 5:00,6.41,14.92,3.41,18.33,0.45,,50.93,84.63,0.29,49.55,,97.66,1005.75,9.52,0.01,
CDA,8/13/2024 6:00,6.37,15.07,3.2,18.27,0.44,,43.05,68.05,0.38,86.57,,97.92,1006.03,16.68,,
CDA,8/13/2024 7:00,6.37,15.22,4.13,19.35,0.34,,42.33,67.39,0.37,133.41,,97.88,1006.25,62.11,0.01,
CDA,8/13/2024 8:00,6.35,12.96,3.47,16.43,0.49,,33.48,51.38,0.92,131.75,,97.01,1006.5,147.95,,
CDA,8/13/2024 9:00,6.25,10.3,3.35,13.65,0.44,,24.68,40.12,1.08,109.36,,93.67,1006.7,261.73,,
CDA,8/13/2024 10:00,5.99,8.15,2.93,11.08,0.39,,22.37,31.3,0.92,198.33,,85.42,1006.63,413.54,0.02,
CDA,8/13/2024 11:00,6.61,10.25,5.02,15.27,0.42,,23.16,35.66,0.29,164.99,29.56,72.56,1006.4,501.47,0.01,
CDA,8/13/2024 12:00,7.65,11.41,13.85,25.26,0.48,,25.24,31.4,1.47,250.5,33.93,76.93,1006.25,277.15,0.02,
CDA,8/13/2024 13:00,7.16,9.15,6.5,15.65,0.45,,18.61,47.25,0.87,260.7,31.78,74.78,1005.73,377.21,,
CDA,8/13/2024 14:00,4.97,6.71,1.97,8.68,0.47,,11.99,48.77,0.99,267.39,22.17,65.17,1005.05,766.01,,
CDA,8/13/2024 15:00,4.99,6.68,1.32,8,0.44,,11.25,54.19,1.98,263,25.31,68.31,1004.65,415.77,0.01,
CDA,8/13/2024 16:00,5.42,6.53,1.36,7.89,0.4,,11.67,47.75,2.38,234.6,30.89,73.89,1004.28,408.3,,
CDA,8/13/2024 17:00,5.53,6.66,1.46,8.12,0.4,,12.27,44.11,2.91,239.58,33.57,76.57,1004.23,261.95,,
CDA,8/13/2024 18:00,5.47,6.39,1.48,7.87,0.45,,11.03,39.91,1.88,238.54,39.01,82.01,1004.43,68.38,,
CDA,8/13/2024 19:00,5.48,6.92,3.13,10.05,0.44,,10.27,42,1.13,241.19,,85.08,1005,13.04,,
CDA,8/13/2024 20:00,5.43,6.79,3.14,9.93,0.45,,11.39,59.92,0.67,232.54,,86.19,1005.63,9.52,0.01,
CDA,8/13/2024 21:00,5.56,6.87,3.35,10.22,0.37,,16.18,52.88,0.99,227.76,,86.77,1006.38,9.51,,
CDA,8/13/2024 22:00,5.72,8.33,4.15,12.48,0.48,,15.68,47.77,0.85,219.33,,87.75,1006.78,9.48,,
CDA,8/13/2024 23:00,5.71,8.93,3.91,12.84,0.4,,13.19,56.67,0.38,218,,89.07,1007.08,9.63,,
CDA,8/14/2024 0:00,5.78,8.92,3.99,12.91,0.4,,12.85,49.14,0.83,160.81,,91.24,1006.65,9.39,,
CDA,8/14/2024 1:00,5.85,7.33,2.51,9.84,0.44,,14.53,36.39,1.2,131.29,,93.43,1006.5,9.43,,
CDA,8/14/2024 2:00,5.7,6.97,1.84,8.81,0.49,,11.52,24.92,0.48,130.06,,94.79,1006.2,9.59,,
CDA,8/14/2024 3:00,5.57,7.27,2.2,9.47,0.43,,8.41,34.54,0.38,128.18,,95.18,1005.9,9.63,,
CDA,8/14/2024 4:00,5.79,7.2,1.95,9.15,0.42,,6.39,23.87,0.52,145.09,,95.18,1005.5,9.42,,
CDA,8/14/2024 5:00,5.91,6.7,1.93,8.63,0.41,,6.49,22.93,0.36,125.35,,95.11,1005.43,9.41,,
CDA,8/14/2024 6:00,5.85,6.98,1.65,8.63,0.36,,8.41,27.72,1.06,125.73,,94.79,1005.78,22.28,,
